FECHA,is CreateSubscreiber and charge2bill,Wait Provision Process,archiveChildOrder,Complex Gateway,Modify Acct Info,syncGAP,Start Event,BachInvOutBound4Book,Is Migrationor notN,Order Decompose,Modify Subscription Inst,Judge need sync to cbs,Sync CBS ChangeSubOffering,create SM user,Waiting OSS Result,Is the customer archive,CM Changing Bill Cycles,Waiting SOM(OSS) Result,IS Sync to AA or not,CBS CreateSubs,Sync AA Changing Bill Cycle,Need Payment,Order Notification,PayRelation2CM,Judge ExtNodeCode PROVISIONING,AA ChangeSubIdentity,Reservation Confirmation,Need SynCBS55ApplyInstallment,sync Altamira Manage FN,SyncHurto,syncCBS55AddGrpMem,Judge Need Waiting Provision Callback,mth callback result,Sync Attach Offering to AA,Rollback Order Completion,Sync Create Cust Info To CBS,Sync Cust Info To Billing,Sync Primary Offering to AA,Sync info to AA2,_1,StockOut Confirmation,OSB MTH SYNC,Rollback Inv,sync CBS55ChangeSubInfo,Subscription Inst Archive,Customer Order Archive,Create Order,Sync Create Acct Info To CBS,Sync CBS ChangeOfferingProperty,RollbackInv,syncCBS55ChangeSubInfo,SubscriptionInstArchive,CustomerOrderArchive,CreateOrder,SyncCreateAcctInfoToCBS,isCreateSubscreiberandcharge2bill,WaitProvisionProcess,ComplexGateway,ModifyAcctInfo,StartEvent,IsMigrationornotN,OrderDecompose,ModifySubscriptionInst,Judgeneedsynctocbs,SyncCBSChangeSubOffering,createSMuser,WaitingOSSResult,Isthecustomerarchive,CMChangingBillCycles,WaitingSOM(OSS)Result,ISSynctoAAornot,SyncAAChangingBillCycle,NeedPayment,OrderNotification,JudgeExtNodeCodePROVISIONING,AAChangeSubIdentity,ReservationConfirmation,NeedSynCBS55ApplyInstallment,syncAltamiraManageFN,CBSCreateSubs,JudgeNeedWaitingProvisionCallback,mthcallbackresult,SyncAttachOfferingtoAA,SyncCreateCustInfoToCBS,SyncCustInfoToBilling,SyncPrimaryOfferingtoAA,RollbackOrderCompletion,StockOutConfirmation,OSBMTHSYNC,SyncCBS,SyncinfotoAA2,SyncInfotoAA1,PrintOrderInvoice,JudgeAutoCancelOrder,SyncBillMediumToCBS,CreateSMUser,SyncChangeCustInfoToCBS,CancelSlot,overtimeDeal,OrderCompletion,JudgeNeedSynsBilling,JudgeNeedSyncBilling,ModifyCustomerInfo,syncAltamiraRemoveSubscriberPartner,Sync2CBS,SyncCBSCharge2BillRollback,RollbackCustAcctInfo,JudgeInstallmentInfo,syncCBS55ChangeCustDFTAcct,SyncCBSCharge2Bill,IsMNP,syncCBS55DelGrpMem,NotifyOrderScenarioPFSybc,ArchiveInstanceData,IskeepproductornotN,JudgefmcOrder,RegisterDeviceWhiteLst,UpdateSubscriptionInfo,InventoryOperation,ArchiveInstance,SynsAA,OSSProvision,CreateDefaultRollbackFulfillOrder,ReCalculateTime,SyncChangeAcctInfoToCBS,BuildReceipt,archiveInstanceData,SyncPayRelByAcct,ArchivePayRelation,predeactivednextbillwait,ISNeedOSSWait,waitcreatsubs,RemoveRedList,ArchiveCustAcctInfo,UpdateWishExecDate
25-08-2020 16:00,76,4,2,48,4,20,14,6,12,6,2,2,38,4,776,10,2,682,74,16,2,36,4,8,6,6,4,28,4,12,2,4,4,4,2,70,6,112,2,6,2,2,6,68,132,44,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 16:05,76,4,2,48,4,20,14,6,12,6,2,2,38,4,700,10,2,614,82,14,2,36,4,8,6,8,4,28,4,12,2,4,4,4,2,70,6,112,2,6,2,2,6,68,130,44,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 16:10,76,4,2,48,4,20,12,6,12,6,2,2,38,4,394,10,2,328,74,14,2,36,4,8,6,8,4,28,4,12,2,4,4,4,2,70,6,112,0,6,2,0,6,68,130,44,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 16:15,76,4,2,48,4,20,10,6,12,6,2,2,40,4,46,10,2,30,56,14,2,36,4,8,6,6,4,28,4,12,2,4,4,4,2,70,6,112,0,6,2,0,6,68,130,44,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 16:20,76,4,2,48,4,20,10,6,12,6,2,2,40,4,0,10,2,0,56,14,2,36,4,8,6,8,4,28,4,12,2,4,4,4,2,70,6,112,0,6,2,0,6,68,130,44,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 16:25,76,4,2,48,4,20,10,6,12,6,2,2,40,4,4,10,2,0,58,14,2,36,4,8,6,8,4,28,6,12,2,4,4,4,2,68,6,112,0,4,2,0,6,68,130,44,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 16:30,76,4,2,48,4,20,10,6,12,6,2,2,40,4,4,10,2,0,56,16,2,36,4,8,6,8,4,28,6,12,2,4,4,4,2,56,6,112,0,4,2,0,6,68,130,44,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 16:35,76,4,2,48,4,20,10,6,12,6,2,2,40,4,28,10,2,6,58,14,2,36,4,8,6,8,4,28,6,12,2,4,4,4,2,44,6,112,0,4,2,0,6,68,130,44,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 16:40,76,4,2,48,4,20,10,6,12,6,2,2,40,4,348,10,2,300,58,14,2,36,4,8,6,6,4,28,6,12,2,4,4,4,2,44,6,112,0,4,2,0,6,68,130,44,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 16:45,76,4,2,48,4,20,10,6,12,6,2,2,40,4,666,10,2,606,56,16,2,36,4,8,6,8,4,28,6,12,2,4,4,4,2,44,6,112,0,4,2,0,6,68,130,44,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 16:50,76,4,2,48,4,20,10,6,12,6,2,2,40,4,772,10,2,678,58,14,2,36,4,8,6,8,4,28,6,12,2,4,4,4,2,44,6,112,0,4,2,0,6,68,130,44,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 16:55,76,4,2,48,4,20,10,6,12,6,2,2,40,4,772,10,2,678,58,14,2,36,4,8,6,8,4,28,6,12,2,4,4,4,2,44,6,112,0,4,2,0,6,68,130,44,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:00,76,4,2,48,4,20,10,6,12,6,2,2,40,4,772,10,2,678,58,14,2,36,4,8,6,8,4,28,6,12,2,4,4,4,2,44,6,112,0,4,2,0,6,68,130,44,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:05,76,4,2,48,4,20,10,6,12,6,2,2,42,4,772,10,2,684,58,14,2,36,4,8,6,8,4,28,6,12,2,4,4,4,2,44,6,112,0,4,2,0,6,70,130,44,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:10,76,4,2,48,4,20,10,6,12,6,2,2,42,4,770,10,2,680,60,14,2,36,4,8,6,8,4,28,6,12,2,4,4,4,2,44,6,112,0,4,2,0,6,70,130,44,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:15,76,4,2,48,4,20,10,6,12,6,2,2,44,4,770,10,2,676,60,14,2,36,4,8,6,8,4,28,6,12,2,4,4,4,2,44,6,112,0,4,2,0,6,70,130,44,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:20,76,4,2,48,4,20,10,6,12,6,2,2,44,4,770,10,2,676,60,14,2,36,4,8,6,8,4,28,6,12,2,4,4,4,2,44,6,112,0,4,2,2,6,70,130,44,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:25,0,0,2,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,70,130,44,14,14,76,4,48,4,10,12,6,2,2,46,4,766,10,2,680,60,2,36,4,6,8,4,28,6,14,4,4,4,28,6,112,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:30,0,0,2,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,70,130,44,14,14,76,4,48,4,10,12,6,2,2,46,4,766,10,2,680,60,2,36,4,6,8,4,28,6,14,4,4,4,16,6,112,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:35,0,0,2,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,70,130,44,14,14,76,4,48,4,10,12,6,2,2,46,4,766,10,2,678,58,2,36,4,6,8,4,28,6,16,4,4,4,2,6,112,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:40,0,0,2,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,70,132,44,14,14,76,4,48,4,10,12,6,2,2,44,4,764,10,2,684,60,2,36,4,6,8,4,28,6,14,4,4,4,2,6,110,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:45,0,0,2,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,70,130,44,14,14,76,4,48,4,10,12,6,2,2,44,4,762,10,2,680,58,2,36,4,6,8,4,28,6,16,4,4,4,2,6,106,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:50,0,0,2,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,70,130,44,14,14,76,4,48,4,10,12,6,2,2,44,4,760,10,2,684,60,2,36,4,6,8,4,28,6,14,4,4,4,2,6,102,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 17:55,0,0,2,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,70,130,44,14,14,76,4,48,4,10,12,6,2,2,44,4,758,10,2,680,60,2,36,4,6,6,4,28,6,14,4,4,4,2,6,102,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 18:00,0,0,2,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,70,130,44,14,14,76,4,48,4,10,12,6,2,2,46,4,758,10,2,678,64,2,36,4,6,8,4,28,6,14,4,4,4,2,6,98,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 18:05,0,0,2,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,70,130,44,14,14,76,4,48,4,10,12,6,2,2,46,4,756,10,2,680,62,2,36,4,6,8,4,28,6,16,4,4,4,2,6,94,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 18:10,0,0,2,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,70,130,44,14,14,76,4,48,4,10,12,6,2,2,44,4,754,10,2,678,66,2,36,4,6,6,4,28,6,16,4,4,4,2,6,92,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-08-2020 18:15,0,0,2,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,70,130,44,14,14,76,4,48,4,12,12,6,2,2,44,4,754,10,2,680,68,2,36,4,6,8,4,28,6,16,4,4,4,2,6,86,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
